x pendolo,y pendolo,angolo,,"pivot x,y",592,52
425,541,-0.329094364,,,,
444,550,-0.288875679,,,,
467,559,-0.241727397,,,,
492,567,-0.191788142,,,,
521,574,-0.135185746,,,,
552,579,-0.075756074,,,,
583,581,-0.017011591,,,,
617,580,0.047313149,,,,
647,575,0.104777407,,,,
676,572,0.160154961,,,,
700,566,0.207103993,,,,
724,557,0.255665989,,,,
745,549,0.298640314,,,,
761,540,0.333385057,,,,
774,534,0.361042361,,,,
781,530,0.37653241,,,,
783,529,0.380867779,,,,
781,530,0.37653241,,,,
775,534,0.362856913,,,,
763,540,0.337039883,,,,
747,547,0.303459911,,,,
727,556,0.261713502,,,,
703,565,0.213089339,,,,
679,571,0.166085884,,,,
650,575,0.110447358,,,,
621,580,0.054869113,,,,
589,581,-0.005671017,,,,
558,580,-0.064305155,,,,
527,575,-0.123648946,,,,
499,569,-0.177980524,,,,
474,562,-0.227371586,,,,
451,553,-0.274340851,,,,
432,545,-0.313819055,,,,
417,537,-0.346285507,,,,
406,531,-0.37038746,,,,
400,528,-0.383400725,,,,
399,527,-0.385939138,,,,
402,529,-0.379059724,,,,
411,534,-0.359225319,,,,
423,540,-0.333385057,,,,
439,548,-0.299207147,,,,
460,557,-0.255665989,,,,
484,565,-0.207496226,,,,
510,572,-0.156404366,,,,
539,577,-0.100611515,,,,
570,580,-0.041642579,,,,
602,581,0.01890134,,,,
632,578,0.075899545,,,,
661,575,0.131173605,,,,
685,570,0.177644122,,,,
711,562,0.229231933,,,,
731,554,0.270124736,,,,
750,547,0.308969753,,,,
764,540,0.338863798,,,,
773,535,0.358543759,,,,
777,533,0.367173834,,,,
777,533,0.367173834,,,,
773,535,0.358543759,,,,
764,540,0.338863798,,,,
750,546,0.309556037,,,,
731,554,0.270124736,,,,
711,562,0.229231933,,,,
686,570,0.17951371,,,,
662,574,0.133304355,,,,
633,578,0.077789481,,,,
603,581,0.020790955,,,,
571,581,-0.039676709,,,,
541,578,-0.096656046,,,,
513,573,-0.150485142,,,,
487,566,-0.201507686,,,,
464,558,-0.24776676,,,,
444,550,-0.288875679,,,,
428,543,-0.322361428,,,,
416,536,-0.348771004,,,,
408,532,-0.366056516,,,,
405,531,-0.37220032,,,,
406,531,-0.37038746,,,,
412,534,-0.357405794,,,,
422,540,-0.335213633,,,,
436,547,-0.305298657,,,,
455,555,-0.265915575,,,,
477,563,-0.221361008,,,,
501,570,-0.173901189,,,,
529,576,-0.119654677,,,,
558,580,-0.064305155,,,,
588,581,-0.007561293,,,,
620,580,0.052980676,,,,
647,576,0.104578906,,,,
675,573,0.157981458,,,,
697,567,0.201126886,,,,
720,559,0.247297768,,,,
738,552,0.284101282,,,,
754,545,0.317484889,,,,
764,539,0.339507414,,,,
771,536,0.354234525,,,,
773,535,0.358543759,,,,
770,537,0.351747677,,,,
763,540,0.337039883,,,,
751,546,0.311391388,,,,
735,553,0.278036015,,,,
716,560,0.239412858,,,,
693,568,0.193292636,,,,
672,574,0.152073457,,,,
643,577,0.096839005,,,,
615,581,0.043450895,,,,
584,581,-0.015121721,,,,
554,580,-0.071845823,,,,
526,576,-0.125294402,,,,
500,570,-0.175773278,,,,
476,563,-0.223222837,,,,
455,555,-0.265915575,,,,
438,548,-0.301047057,,,,
425,542,-0.328470062,,,,
416,537,-0.348108642,,,,
411,534,-0.359225319,,,,
410,534,-0.361042361,,,,
414,536,-0.352415785,,,,
423,540,-0.333385057,,,,
435,547,-0.307135274,,,,
451,554,-0.273821291,,,,
471,561,-0.233389011,,,,
494,569,-0.187332538,,,,
520,575,-0.136807358,,,,
548,579,-0.083298267,,,,
576,581,-0.030236529,,,,
608,581,0.030236529,,,,
635,579,0.081413575,,,,
662,575,0.133052472,,,,
685,570,0.177644122,,,,
708,563,0.223222837,,,,
727,556,0.261713502,,,,
744,550,0.296239687,,,,
756,544,0.321750554,,,,
764,540,0.338863798,,,,
768,538,0.34744869,,,,
767,539,0.344973762,,,,
761,541,0.332752555,,,,
751,546,0.311391388,,,,
737,553,0.281723401,,,,
720,559,0.247297768,,,,
699,567,0.204852543,,,,
677,573,0.161722967,,,,
651,576,0.112123189,,,,
625,580,0.06241881,,,,
595,582,0.005660317,,,,
566,581,-0.04910982,,,,
538,578,-0.102303197,,,,
512,573,-0.152360853,,,,
488,567,-0.199261926,,,,
466,560,-0.243125097,,,,
448,553,-0.279880685,,,,
434,546,-0.309556037,,,,
424,541,-0.330924609,,,,
417,538,-0.34562844,,,,
415,537,-0.349929368,,,,
417,538,-0.34562844,,,,
424,541,-0.330924609,,,,
435,547,-0.307135274,,,,
449,553,-0.278036015,,,,
467,560,-0.241269825,,,,
488,567,-0.199261926,,,,
513,573,-0.150485142,,,,
539,578,-0.100421523,,,,
567,581,-0.047223843,,,,
595,582,0.005660317,,,,
624,580,0.06053202,,,,
650,576,0.110238285,,,,
676,573,0.159852777,,,,
697,568,0.200747503,,,,
718,560,0.243125097,,,,
734,554,0.2756667,,,,
747,548,0.302884868,,,,
757,544,0.323578706,,,,
762,541,0.334578195,,,,
762,541,0.334578195,,,,
759,543,0.32784804,,,,
750,547,0.308969753,,,,
738,552,0.284101282,,,,
722,558,0.251478107,,,,
703,566,0.212687169,,,,
682,571,0.171702891,,,,
659,576,0.12717255,,,,
632,579,0.075756074,,,,
606,581,0.026458852,,,,
577,581,-0.028347792,,,,
549,579,-0.081413575,,,,
523,575,-0.131173605,,,,
498,570,-0.17951371,,,,
476,563,-0.223222837,,,,
458,557,-0.259369499,,,,
443,550,-0.290719739,,,,
431,545,-0.315653069,,,,
424,541,-0.330924609,,,,
420,540,-0.338863798,,,,
421,540,-0.337039883,,,,
426,543,-0.326021425,,,,
435,547,-0.307135274,,,,
448,553,-0.279880685,,,,
464,559,-0.247297768,,,,
484,566,-0.207103993,,,,
507,572,-0.162028563,,,,
532,577,-0.113792007,,,,
558,581,-0.064183929,,,,
586,582,-0.011320271,,,,
615,581,0.043450895,,,,
640,578,0.091002705,,,,
665,575,0.138683354,,,,
686,570,0.17951371,,,,
707,564,0.220942609,,,,
724,558,0.255182391,,,,
739,552,0.285943158,,,,
749,548,0.306554156,,,,
756,545,0.321141912,,,,
758,544,0.325404619,,,,
755,545,0.319314506,,,,
749,548,0.306554156,,,,
738,553,0.283564154,,,,
724,558,0.255182391,,,,
706,565,0.218668946,,,,
685,570,0.177644122,,,,
664,575,0.136807358,,,,
639,578,0.089116943,,,,
614,581,0.04156395,,,,
586,582,-0.011320271,,,,
559,581,-0.062301121,,,,
533,577,-0.111911401,,,,
508,573,-0.159852777,,,,
487,567,-0.201126886,,,,
467,560,-0.241269825,,,,
451,554,-0.273821291,,,,
439,549,-0.298640314,,,,
430,545,-0.317484889,,,,
426,543,-0.326021425,,,,
425,543,-0.32784804,,,,
429,544,-0.319920172,,,,
436,548,-0.304720571,,,,
448,553,-0.279880685,,,,
463,559,-0.249151101,,,,
481,565,-0.213089339,,,,
502,571,-0.171702891,,,,
526,576,-0.125294402,,,,
552,580,-0.075613143,,,,
578,582,-0.026408953,,,,
605,582,0.024523385,,,,
631,580,0.073729745,,,,
656,576,0.121535453,,,,
678,573,0.163592016,,,,
698,568,0.202607724,,,,
717,561,0.240813949,,,,
730,556,0.267259098,,,,
742,551,0.292008265,,,,
749,548,0.306554156,,,,
753,546,0.315055584,,,,
752,547,0.312632266,,,,
746,549,0.300477168,,,,
737,553,0.281723401,,,,
724,558,0.255182391,,,,
708,564,0.222801154,,,,
689,570,0.185114823,,,,
670,575,0.148048354,,,,
646,577,0.102496699,,,,
621,581,0.054765598,,,,
593,582,0.00188679,,,,
567,582,-0.047134874,,,,
542,579,-0.094593508,,,,
517,575,-0.142432386,,,,
496,570,-0.183249072,,,,
476,564,-0.222801154,,,,
460,558,-0.255182391,,,,
447,553,-0.281723401,,,,
437,549,-0.302311934,,,,
431,546,-0.315055584,,,,
430,545,-0.317484889,,,,
432,546,-0.313224573,,,,
439,549,-0.298640314,,,,
449,553,-0.278036015,,,,
462,559,-0.251002687,,,,
479,565,-0.216810596,,,,
499,570,-0.177644122,,,,
521,576,-0.134675998,,,,
545,579,-0.088948732,,,,
570,582,-0.041485618,,,,
596,583,0.007532814,,,,
623,581,0.058534192,,,,
647,577,0.104381153,,,,
671,575,0.149918273,,,,
689,570,0.185114823,,,,
707,564,0.220942609,,,,
723,559,0.252852516,,,,
734,554,0.2756667,,,,
743,551,0.293845179,,,,
747,549,0.302311934,,,,
747,549,0.302311934,,,,
743,551,0.293845179,,,,
735,554,0.277510185,,,,
724,558,0.255182391,,,,
709,564,0.224658135,,,,
691,570,0.188842403,,,,
673,574,0.153944664,,,,
650,577,0.11003,,,,
627,580,0.066191042,,,,
600,583,0.015064774,,,,
575,582,-0.032064478,,,,
550,580,-0.079378315,,,,
526,577,-0.125058229,,,,
504,572,-0.167642438,,,,
484,567,-0.206713218,,,,
468,561,-0.238960217,,,,
454,556,-0.267259098,,,,
444,552,-0.287783042,,,,
437,549,-0.302311934,,,,
435,547,-0.307135274,,,,
436,548,-0.304720571,,,,
441,550,-0.294401752,,,,
450,554,-0.2756667,,,,
463,559,-0.249151101,,,,
478,565,-0.218668946,,,,
496,570,-0.183249072,,,,
518,575,-0.140558367,,,,
541,579,-0.096473775,,,,
565,582,-0.050899395,,,,
590,583,-0.003766461,,,,
616,582,0.045252105,,,,
639,579,0.088948732,,,,
662,576,0.132801532,,,,
682,572,0.171379126,,,,
699,567,0.204852543,,,,
715,562,0.23665708,,,,
727,557,0.261218535,,,,
736,554,0.279351736,,,,
742,552,0.291456794,,,,
743,551,0.293845179,,,,
740,552,0.287783042,,,,
733,555,0.273303645,,,,
723,559,0.252852516,,,,
709,564,0.224658135,,,,
692,570,0.19070421,,,,
676,574,0.159551721,,,,
654,577,0.117550782,,,,
631,580,0.073729745,,,,
608,582,0.030179513,,,,
582,583,-0.018830166,,,,
557,581,-0.066066282,,,,
534,578,-0.109822497,,,,
512,574,-0.152073457,,,,
492,569,-0.191064173,,,,
475,564,-0.224658135,,,,
461,559,-0.252852516,,,,
451,555,-0.273303645,,,,
443,552,-0.289620924,,,,
440,550,-0.296239687,,,,
440,550,-0.296239687,,,,
444,552,-0.287783042,,,,
452,555,-0.271459461,,,,
463,560,-0.248680636,,,,
477,565,-0.220525762,,,,
495,570,-0.185114823,,,,
515,575,-0.146177392,,,,
536,579,-0.105864593,,,,
560,582,-0.060304151,,,,
584,583,-0.015064774,,,,
610,582,0.033949215,,,,
632,580,0.075613143,,,,
654,577,0.117550782,,,,
676,574,0.159551721,,,,
691,570,0.188842403,,,,
708,565,0.222381034,,,,
721,560,0.248680636,,,,
730,556,0.267259098,,,,
736,554,0.279351736,,,,
738,553,0.283564154,,,,
736,554,0.279351736,,,,
730,556,0.267259098,,,,
721,560,0.248680636,,,,
709,564,0.224658135,,,,
693,570,0.19256468,,,,
677,574,0.161418511,,,,
657,577,0.123182662,,,,
634,580,0.079378315,,,,
613,582,0.039601926,,,,
588,583,-0.007532814,,,,
563,582,-0.054662472,,,,
540,579,-0.098353358,,,,
519,576,-0.138422062,,,,
499,571,-0.177308976,,,,
482,566,-0.210827588,,,,
468,562,-0.238509252,,,,
457,557,-0.261218535,,,,
449,554,-0.277510185,,,,
445,552,-0.285943158,,,,
445,552,-0.285943158,,,,
448,554,-0.279351736,,,,
454,556,-0.267259098,,,,
465,560,-0.244978663,,,,
478,565,-0.218668946,,,,
494,570,-0.18697927,,,,
513,575,-0.149918273,,,,
533,579,-0.111490207,,,,
556,581,-0.067948165,,,,
580,583,-0.022595024,,,,
603,583,0.020712668,,,,
627,581,0.066066282,,,,
648,578,0.106064352,,,,
669,575,0.146177392,,,,
685,572,0.176975079,,,,
701,567,0.208572442,,,,
714,563,0.23436041,,,,
724,559,0.254700579,,,,
730,557,0.266754646,,,,
733,555,0.273303645,,,,
732,556,0.27094685,,,,
727,558,0.260725393,,,,
720,561,0.246364984,,,,
708,565,0.222381034,,,,
693,570,0.19256468,,,,
678,574,0.163284167,,,,
659,577,0.126932912,,,,
638,580,0.086901791,,,,
616,582,0.045252105,,,,
592,583,0,,,,
569,583,-0.043287443,,,,
547,580,-0.085021813,,,,
525,577,-0.126932912,,,,
506,573,-0.163592016,,,,
489,569,-0.196651512,,,,
475,564,-0.224658135,,,,
463,560,-0.248680636,,,,
455,557,-0.264911118,,,,
450,555,-0.275145924,,,,
449,554,-0.277510185,,,,
451,555,-0.273303645,,,,
457,558,-0.260725393,,,,
466,561,-0.242665994,,,,
479,565,-0.216810596,,,,
494,570,-0.18697927,,,,
512,574,-0.152073457,,,,
531,578,-0.115453848,,,,
553,581,-0.073590873,,,,
575,583,-0.032004135,,,,
597,584,0.00939822,,,,
621,582,0.054662472,,,,
642,579,0.094593508,,,,
662,577,0.132551532,,,,
679,573,0.165459913,,,,
694,570,0.1944238,,,,
708,565,0.222381034,,,,
718,561,0.242665994,,,,
725,559,0.256546865,,,,
728,558,0.262569441,,,,
728,558,0.262569441,,,,
724,559,0.254700579,,,,
717,562,0.240359758,,,,
706,566,0.218256915,,,,
693,570,0.19256468,,,,
678,574,0.163284167,,,,
660,577,0.128806699,,,,
640,580,0.090659887,,,,
620,582,0.052781121,,,,
596,584,0.007518655,,,,
574,583,-0.03388533,,,,
552,581,-0.07547075,,,,
532,578,-0.11357753,,,,
512,575,-0.151787136,,,,
495,570,-0.185114823,,,,
481,566,-0.212687169,,,,
469,562,-0.23665708,,,,
461,559,-0.252852516,,,,
455,557,-0.264911118,,,,
453,556,-0.269103912,,,,
455,557,-0.264911118,,,,
460,559,-0.254700579,,,,
468,562,-0.238509252,,,,
480,566,-0.214545258,,,,
494,570,-0.18697927,,,,
511,574,-0.153944664,,,,
529,578,-0.119204022,,,,
550,581,-0.079228889,,,,
571,583,-0.039527424,,,,
593,584,0.001879697,,,,
616,582,0.045252105,,,,
636,581,0.082984786,,,,
656,578,0.121077853,,,,
675,575,0.157387269,,,,
688,571,0.182903821,,,,
701,567,0.208572442,,,,
712,564,0.230219587,,,,
720,561,0.246364984,,,,
723,560,0.252375662,,,,
724,560,0.254220544,,,,
721,561,0.248211908,,,,
714,563,0.23436041,,,,
704,567,0.214141296,,,,
692,570,0.19070421,,,,
678,574,0.163284167,,,,
661,577,0.130679576,,,,
642,580,0.094415418,,,,
622,582,0.056543437,,,,
600,584,0.015036461,,,,
578,584,-0.026309717,,,,
557,582,-0.06594199,,,,
537,580,-0.10379234,,,,
518,576,-0.140293635,,,,
501,572,-0.173245666,,,,
487,568,-0.200747503,,,,
475,565,-0.224234751,,,,
466,561,-0.242665994,,,,
460,559,-0.254700579,,,,
458,558,-0.258879529,,,,
459,559,-0.256546865,,,,
463,561,-0.248211908,,,,
471,563,-0.232508178,,,,
482,567,-0.210430203,,,,
495,571,-0.184766216,,,,
511,575,-0.153654931,,,,
529,578,-0.119204022,,,,
548,581,-0.082984786,,,,
569,583,-0.043287443,,,,
590,584,-0.003759381,,,,
612,583,0.037646988,,,,
632,581,0.07547075,,,,
651,578,0.111700409,,,,
669,576,0.145902374,,,,
683,573,0.172919736,,,,
696,569,0.198511216,,,,
707,566,0.220110461,,,,
714,563,0.23436041,,,,
718,562,0.242208587,,,,
719,561,0.244516342,,,,
717,562,0.240359758,,,,
711,564,0.228367362,,,,
702,568,0.210034292,,,,
690,571,0.186627317,,,,
678,574,0.163284167,,,,
661,577,0.130679576,,,,
643,580,0.096292188,,,,
624,582,0.060304151,,,,
604,583,0.022595024,,,,
582,584,-0.018794779,,,,
561,582,-0.058424001,,,,
541,580,-0.096292188,,,,
523,577,-0.130679576,,,,
506,574,-0.163284167,,,,
492,570,-0.19070421,,,,
480,567,-0.214141296,,,,
471,564,-0.232070205,,,,
465,561,-0.244516342,,,,
463,560,-0.248680636,,,,
463,560,-0.248680636,,,,
467,562,-0.240359758,,,,
474,564,-0.226513541,,,,
484,568,-0.206323894,,,,
496,571,-0.182903821,,,,
511,575,-0.153654931,,,,
528,578,-0.121077853,,,,
547,581,-0.084861862,,,,
567,583,-0.047046239,,,,
587,584,-0.00939822,,,,
609,583,0.032004135,,,,
628,582,0.067820354,,,,
646,579,0.102110421,,,,
663,577,0.134422554,,,,
678,574,0.163284167,,,,
690,571,0.186627317,,,,
701,568,0.20817982,,,,
709,565,0.224234751,,,,
714,564,0.233919206,,,,
715,563,0.236211006,,,,
713,564,0.232070205,,,,
708,566,0.22196247,,,,
700,568,0.206323894,,,,
689,572,0.184418906,,,,
677,575,0.16111519,,,,
661,578,0.130433947,,,,
644,580,0.098168279,,,,
626,582,0.064063159,,,,
606,583,0.026359242,,,,
585,584,-0.013157135,,,,
565,583,-0.050803704,,,,
546,581,-0.086738339,,,,
528,579,-0.120850336,,,,
511,575,-0.153654931,,,,
497,572,-0.180699523,,,,
485,568,-0.204466525,,,,
477,566,-0.220110461,,,,
470,563,-0.23436041,,,,
467,562,-0.240359758,,,,
467,562,-0.240359758,,,,
471,564,-0.232070205,,,,
477,566,-0.220110461,,,,
486,569,-0.20222644,,,,
498,572,-0.178837928,,,,
512,575,-0.151787136,,,,
528,579,-0.120850336,,,,
546,581,-0.086738339,,,,
565,583,-0.050803704,,,,
585,584,-0.013157135,,,,
605,584,0.024431228,,,,
624,583,0.060190859,,,,
642,580,0.094415418,,,,
659,578,0.126694172,,,,
675,575,0.157387269,,,,
685,572,0.176975079,,,,
696,570,0.19813795,,,,
704,567,0.214141296,,,,
709,565,0.224234751,,,,
711,565,0.227937476,,,,
709,565,0.224234751,,,,
704,567,0.214141296,,,,
697,570,0.199992957,,,,
687,572,0.180699523,,,,
676,575,0.159251787,,,,
660,578,0.128564511,,,,
644,580,0.098168279,,,,
627,582,0.06594199,,,,
608,583,0.030122713,,,,
588,584,-0.007518655,,,,
569,584,-0.043206177,,,,
550,582,-0.079080023,,,,
532,579,-0.113363856,,,,
516,576,-0.144033803,,,,
502,573,-0.171056569,,,,
490,570,-0.1944238,,,,
482,567,-0.210430203,,,,
475,565,-0.224234751,,,,
472,564,-0.230219587,,,,
472,564,-0.230219587,,,,
474,565,-0.226086902,,,,
480,567,-0.214141296,,,,
489,570,-0.196281561,,,,
500,572,-0.175110988,,,,
513,576,-0.149636425,,,,
528,579,-0.120850336,,,,
545,581,-0.088614203,,,,
564,583,-0.052681905,,,,
583,584,-0.01691568,,,,
602,584,0.018794779,,,,
621,583,0.054559734,,,,
638,581,0.086738339,,,,
655,579,0.118979959,,,,
670,576,0.147769918,,,,
681,574,0.168874211,,,,
691,571,0.18848711,,,,
699,569,0.204081939,,,,
704,567,0.214141296,,,,
706,566,0.218256915,,,,
705,567,0.215994605,,,,
701,568,0.20817982,,,,
694,571,0.194058531,,,,
684,573,0.174781692,,,,
674,576,0.155229598,,,,
660,578,0.128564511,,,,
644,580,0.098168279,,,,
627,582,0.06594199,,,,
609,584,0.031944017,,,,
590,584,-0.003759381,,,,
571,584,-0.039453201,,,,
553,582,-0.073452521,,,,
536,580,-0.105665582,,,,
520,577,-0.13629263,,,,
507,574,-0.161418511,,,,
495,571,-0.184766216,,,,
486,569,-0.20222644,,,,
480,567,-0.214141296,,,,
477,566,-0.220110461,,,,
476,566,-0.22196247,,,,
478,566,-0.218256915,,,,
484,568,-0.206323894,,,,
491,570,-0.19256468,,,,
502,573,-0.171056569,,,,
515,576,-0.145902374,,,,
529,579,-0.118979959,,,,
545,581,-0.088614203,,,,
563,583,-0.054559734,,,,
581,584,-0.020673746,,,,
599,585,0.013132453,,,,
618,584,0.048833326,,,,
634,582,0.079080023,,,,
651,579,0.111490207,,,,
665,577,0.138161746,,,,
677,575,0.16111519,,,,
687,573,0.180360171,,,,
694,570,0.1944238,,,,
699,569,0.204081939,,,,
702,568,0.210034292,,,,
701,568,0.20817982,,,,
697,569,0.200369529,,,,
691,571,0.18848711,,,,
682,574,0.170735211,,,,
672,576,0.151501882,,,,
658,579,0.12458853,,,,
643,580,0.096292188,,,,
628,583,0.067693023,,,,
611,584,0.035699113,,,,
591,585,-0.00187617,,,,
573,584,-0.035699113,,,,
556,583,-0.067693023,,,,
540,581,-0.097983892,,,,
524,578,-0.128564511,,,,
511,576,-0.153366277,,,,
500,573,-0.174781692,,,,
491,570,-0.19256468,,,,
485,568,-0.204466525,,,,
481,567,-0.212286492,,,,
480,567,-0.214141296,,,,
482,568,-0.210034292,,,,
487,569,-0.200369529,,,,
495,571,-0.184766216,,,,
504,574,-0.167012029,,,,
516,577,-0.143763221,,,,
530,579,-0.117108745,,,,
546,582,-0.086575499,,,,
562,583,-0.056437178,,,,
580,584,-0.022552567,,,,
596,585,0.00750455,,,,
616,584,0.045082215,,,,
632,582,0.075328891,,,,
647,580,0.10379234,,,,
661,578,0.130433947,,,,
674,576,0.155229598,,,,
682,574,0.170735211,,,,
690,572,0.18627667,,,,
695,570,0.196281561,,,,
697,569,0.200369529,,,,
697,570,0.199992957,,,,
693,571,0.192202728,,,,
687,572,0.180699523,,,,
680,574,0.167012029,,,,
669,577,0.145628381,,,,
657,579,0.122719864,,,,
642,581,0.094237994,,,,
627,583,0.065818164,,,,
611,584,0.035699113,,,,
593,585,0.00187617,,,,
576,584,-0.030066125,,,,
559,583,-0.062067069,,,,
543,582,-0.092190759,,,,
528,579,-0.120850336,,,,
515,577,-0.145628381,,,,
504,574,-0.167012029,,,,
496,572,-0.182559853,,,,
489,570,-0.196281561,,,,
486,569,-0.20222644,,,,
485,569,-0.204081939,,,,
486,569,-0.20222644,,,,
491,571,-0.192202728,,,,
498,573,-0.178501921,,,,
507,575,-0.16111519,,,,
518,577,-0.140029892,,,,
532,580,-0.113150982,,,,
546,582,-0.086575499,,,,
562,584,-0.056331318,,,,
579,585,-0.024385409,,,,
595,585,0.005628458,,,,
614,584,0.041329835,,,,
629,583,0.069567405,,,,
644,581,0.097983892,,,,
657,579,0.122719864,,,,
669,577,0.145628381,,,,
678,575,0.162977465,,,,
685,573,0.176642424,,,,
690,572,0.18627667,,,,
693,571,0.192202728,,,,
693,571,0.192202728,,,,
690,572,0.18627667,,,,
684,573,0.174781692,,,,
677,575,0.16111519,,,,
667,577,0.141897055,,,,
655,579,0.118979959,,,,
641,581,0.092364044,,,,
627,583,0.065818164,,,,
611,584,0.035699113,,,,
593,585,0.00187617,,,,
577,585,-0.028135163,,,,
561,584,-0.058204859,,,,
546,582,-0.086575499,,,,
532,580,-0.113150982,,,,
519,578,-0.137902402,,,,
508,575,-0.159251787,,,,
500,573,-0.174781692,,,,
494,571,-0.186627317,,,,
490,570,-0.1944238,,,,
489,570,-0.196281561,,,,
490,570,-0.1944238,,,,
494,572,-0.18627667,,,,
501,574,-0.172595018,,,,
510,576,-0.155229598,,,,
521,578,-0.134170057,,,,
533,580,-0.111280792,,,,
547,582,-0.084702511,,,,
562,584,-0.056331318,,,,
579,585,-0.024385409,,,,
594,585,0.003752328,,,,
612,584,0.037576289,,,,
627,583,0.065818164,,,,
641,581,0.092364044,,,,
654,579,0.117108745,,,,
665,578,0.137902402,,,,
675,576,0.157091833,,,,
681,574,0.168874211,,,,
686,573,0.178501921,,,,
689,572,0.184418906,,,,
689,572,0.184418906,,,,
686,573,0.178501921,,,,
681,574,0.168874211,,,,
674,576,0.155229598,,,,
664,578,0.136036706,,,,
653,580,0.115020377,,,,
640,582,0.090319635,,,,
626,583,0.063942842,,,,
611,584,0.035699113,,,,
594,585,0.003752328,,,,
579,585,-0.024385409,,,,
563,584,-0.054457381,,,,
548,582,-0.082828927,,,,
535,581,-0.107336353,,,,
523,579,-0.130189234,,,,
512,576,-0.151501882,,,,
504,574,-0.167012029,,,,
498,573,-0.178501921,,,,
494,572,-0.18627667,,,,
493,571,-0.18848711,,,,
494,572,-0.18627667,,,,
498,573,-0.178501921,,,,
504,575,-0.166698583,,,,
513,577,-0.149355627,,,,
523,579,-0.130189234,,,,
535,581,-0.107336353,,,,
549,583,-0.080802966,,,,
563,584,-0.054457381,,,,
578,585,-0.026260378,,,,
594,585,0.003752328,,,,
610,585,0.033758277,,,,
625,584,0.0619507,,,,
638,582,0.086575499,,,,
650,580,0.109409821,,,,
661,579,0.130189234,,,,
671,577,0.149355627,,,,
678,575,0.162977465,,,,
682,574,0.170735211,,,,
684,574,0.17445362,,,,
684,574,0.17445362,,,,
682,574,0.170735211,,,,
677,576,0.160812997,,,,
670,577,0.14749252,,,,
661,579,0.130189234,,,,
651,580,0.111280792,,,,
638,582,0.086575499,,,,
625,584,0.0619507,,,,
611,585,0.035632192,,,,
594,586,0.003745301,,,,
580,585,-0.022510268,,,,
565,584,-0.050708372,,,,
551,583,-0.07705991,,,,
538,581,-0.101727033,,,,
526,579,-0.12458853,,,,
516,577,-0.143763221,,,,
508,576,-0.15895297,,,,
502,574,-0.170735211,,,,
499,573,-0.176642424,,,,
497,573,-0.180360171,,,,
499,573,-0.176642424,,,,
502,574,-0.170735211,,,,
508,576,-0.15895297,,,,
516,577,-0.143763221,,,,
526,579,-0.12458853,,,,
537,581,-0.103597538,,,,
550,583,-0.078931715,,,,
564,584,-0.052583062,,,,
578,585,-0.026260378,,,,
593,585,0.00187617,,,,
609,585,0.031884125,,,,
623,584,0.058204859,,,,
635,583,0.080802966,,,,
647,581,0.103597538,,,,
658,580,0.124354995,,,,
666,578,0.139767132,,,,
674,577,0.154938636,,,,
678,575,0.162977465,,,,
680,575,0.166698583,,,,
680,575,0.166698583,,,,
678,575,0.162977465,,,,
674,576,0.155229598,,,,
667,578,0.141630885,,,,
658,579,0.12458853,,,,
648,581,0.105467316,,,,
636,583,0.082673651,,,,
624,584,0.06007799,,,,
610,585,0.033758277,,,,
594,586,0.003745301,,,,
581,585,-0.020634969,,,,
566,585,-0.048741851,,,,
553,583,-0.073314688,,,,
540,582,-0.097800194,,,,
529,580,-0.118756733,,,,
520,578,-0.136036706,,,,
512,577,-0.15121769,,,,
506,575,-0.162977465,,,,
503,574,-0.168874211,,,,
502,574,-0.170735211,,,,
503,574,-0.168874211,,,,
506,575,-0.162977465,,,,
512,577,-0.15121769,,,,
519,578,-0.137902402,,,,
528,580,-0.120623669,,,,
539,582,-0.099668652,,,,
551,583,-0.07705991,,,,
564,585,-0.052484588,,,,
579,585,-0.024385409,,,,
592,586,0,,,,
607,585,0.028135163,,,,
621,584,0.054457381,,,,
633,583,0.07705991,,,,
644,582,0.097800194,,,,
655,580,0.118756733,,,,
663,579,0.133918501,,,,
669,578,0.145355407,,,,
674,577,0.154938636,,,,
676,576,0.15895297,,,,
676,576,0.15895297,,,,
674,577,0.154938636,,,,
670,577,0.14749252,,,,
663,579,0.133918501,,,,
655,580,0.118756733,,,,
646,581,0.101727033,,,,
634,583,0.078931715,,,,
623,584,0.058204859,,,,
610,585,0.033758277,,,,
594,586,0.003745301,,,,
581,586,-0.020596338,,,,
568,585,-0.044997748,,,,
555,584,-0.069437059,,,,
543,582,-0.092190759,,,,
532,581,-0.112938902,,,,
523,579,-0.130189234,,,,
516,578,-0.143493647,,,,
510,576,-0.155229598,,,,
507,576,-0.160812997,,,,
506,575,-0.162977465,,,,
507,576,-0.160812997,,,,
510,576,-0.155229598,,,,
515,578,-0.145355407,,,,
522,579,-0.132054329,,,,
531,581,-0.114804854,,,,
541,582,-0.095931051,,,,
553,584,-0.07317737,,,,
566,585,-0.048741851,,,,
579,586,-0.024339762,,,,
592,586,0,,,,
606,585,0.026260378,,,,
619,585,0.050613397,,,,
631,584,0.07317737,,,,
642,582,0.094061235,,,,
651,581,0.111072159,,,,
659,580,0.12621936,,,,
665,578,0.137902402,,,,
670,578,0.147216153,,,,
672,577,0.15121769,,,,
672,577,0.15121769,,,,
670,578,0.147216153,,,,
666,578,0.139767132,,,,
660,579,0.128323228,,,,
652,581,0.112938902,,,,
643,582,0.095931051,,,,
632,583,0.075187563,,,,
